CityName,CarbonFootprints,No,Domain,Component,English,Japanese,Type,領域,要素,要素OLD
Aomori,61.11,35,Services,PersonalCare,Aomori,青森市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Chiba,97.07,35,Services,PersonalCare,Chiba,千葉市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
ChugokuReg.,87.15,35,Services,PersonalCare,ChugokuReg.,中国,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
ChukyoMetro.,97.11,35,Services,PersonalCare,ChukyoMetro.,中京大都市圏,Metropolitan,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Cities50000+pop.,97.41,35,Services,PersonalCare,Cities50000+pop.,人口５万以上の市,Class,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Fukui,87.33,35,Services,PersonalCare,Fukui,福井市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Fukuoka,112.58,35,Services,PersonalCare,Fukuoka,福岡市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Fukushima,89.48,35,Services,PersonalCare,Fukushima,福島市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Gifu,86.52,35,Services,PersonalCare,Gifu,岐阜市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Hamamatsu,93.93,35,Services,PersonalCare,Hamamatsu,浜松市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Hiroshima,91.92,35,Services,PersonalCare,Hiroshima,広島市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
HokkaidoReg.,86.36,35,Services,PersonalCare,HokkaidoReg.,北海道,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
HokurikuReg.,91.44,35,Services,PersonalCare,HokurikuReg.,北陸,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Japan,94.01,35,Services,PersonalCare,Japan,全国,Country,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kagoshima,97.82,35,Services,PersonalCare,Kagoshima,鹿児島市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kanazawa,93.58,35,Services,PersonalCare,Kanazawa,金沢市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
KantoMetro.,107.37,35,Services,PersonalCare,KantoMetro.,関東大都市圏,Metropolitan,サービス,公衆浴場・美容・洗濯等,パーソナルケア
KantoReg.,104.7,35,Services,PersonalCare,KantoReg.,関東,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kawasaki,104.11,35,Services,PersonalCare,Kawasaki,川崎市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
KinkiMetro.,96.19,35,Services,PersonalCare,KinkiMetro.,近畿大都市圏,Metropolitan,サービス,公衆浴場・美容・洗濯等,パーソナルケア
KinkiReg.,93.83,35,Services,PersonalCare,KinkiReg.,近畿,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kitakyushu,92.77,35,Services,PersonalCare,Kitakyushu,北九州市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kitakyushu/FukuokaMetro.,92.27,35,Services,PersonalCare,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kobe,115.61,35,Services,PersonalCare,Kobe,神戸市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kochi,74.39,35,Services,PersonalCare,Kochi,高知市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kofu,103.17,35,Services,PersonalCare,Kofu,甲府市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kumamoto,84.23,35,Services,PersonalCare,Kumamoto,熊本市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Kyoto,96.6,35,Services,PersonalCare,Kyoto,京都市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
KyushuReg.,83.18,35,Services,PersonalCare,KyushuReg.,九州,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
LargeCities,114.04,35,Services,PersonalCare,LargeCities,大都市,Class,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Maebashi,102.84,35,Services,PersonalCare,Maebashi,前橋市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Matsue,82.74,35,Services,PersonalCare,Matsue,松江市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Matsuyama,83.75,35,Services,PersonalCare,Matsuyama,松山市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
MiddleCities,95.33,35,Services,PersonalCare,MiddleCities,中都市,Class,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Mito,98.74,35,Services,PersonalCare,Mito,水戸市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Miyazaki,77.7,35,Services,PersonalCare,Miyazaki,宮崎市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Morioka,97.94,35,Services,PersonalCare,Morioka,盛岡市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Nagano,103.3,35,Services,PersonalCare,Nagano,長野市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Nagasaki,82.72,35,Services,PersonalCare,Nagasaki,長崎市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Nagoya,105.82,35,Services,PersonalCare,Nagoya,名古屋市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Naha,43.99,35,Services,PersonalCare,Naha,那覇市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Nara,98.67,35,Services,PersonalCare,Nara,奈良市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Niigata,80.63,35,Services,PersonalCare,Niigata,新潟市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Oita,99.82,35,Services,PersonalCare,Oita,大分市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Okayama,115.25,35,Services,PersonalCare,Okayama,岡山市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
OkinawaReg.,34.17,35,Services,PersonalCare,OkinawaReg.,沖縄,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Osaka,92.89,35,Services,PersonalCare,Osaka,大阪市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Otsu,79.21,35,Services,PersonalCare,Otsu,大津市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Saga,80.54,35,Services,PersonalCare,Saga,佐賀市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Sagamihara,118.26,35,Services,PersonalCare,Sagamihara,相模原市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Saitama,114.46,35,Services,PersonalCare,Saitama,さいたま市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Sakae,90.55,35,Services,PersonalCare,Sakae,堺市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Sapporo,93.78,35,Services,PersonalCare,Sapporo,札幌市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Sendai,89.01,35,Services,PersonalCare,Sendai,仙台市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
ShikokuReg.,91.38,35,Services,PersonalCare,ShikokuReg.,四国,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Shizuoka,119.92,35,Services,PersonalCare,Shizuoka,静岡市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
SmallB/Towns/Villages,74.13,35,Services,PersonalCare,SmallB/Towns/Villages,小都市Ｂ・町村,Class,サービス,公衆浴場・美容・洗濯等,パーソナルケア
SmallCitiesA,80.54,35,Services,PersonalCare,SmallCitiesA,小都市Ａ,Class,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Takamatsu,105.7,35,Services,PersonalCare,Takamatsu,高松市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
TohokuReg.,76.06,35,Services,PersonalCare,TohokuReg.,東北,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
TokaiReg.,95.88,35,Services,PersonalCare,TokaiReg.,東海,Region,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Tokushima,147.94,35,Services,PersonalCare,Tokushima,徳島市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Tokyo,146.63,35,Services,PersonalCare,Tokyo,東京都区部,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Tottori,79.77,35,Services,PersonalCare,Tottori,鳥取市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Toyama,116.14,35,Services,PersonalCare,Toyama,富山市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Tsu,98.09,35,Services,PersonalCare,Tsu,津市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Utsunomiya,86.03,35,Services,PersonalCare,Utsunomiya,宇都宮市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Wakayama,95.57,35,Services,PersonalCare,Wakayama,和歌山市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Yamagata,83.36,35,Services,PersonalCare,Yamagata,山形市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Yamaguchi,88.9,35,Services,PersonalCare,Yamaguchi,山口市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Yokohama,103.23,35,Services,PersonalCare,Yokohama,横浜市,City,サービス,公衆浴場・美容・洗濯等,パーソナルケア
Akita,185.82,36,Services,Communication/Delivery,Akita,秋田市,City,サービス,通信・配送・放送等,通信・配送
Aomori,153.26,36,Services,Communication/Delivery,Aomori,青森市,City,サービス,通信・配送・放送等,通信・配送
Chiba,204.28,36,Services,Communication/Delivery,Chiba,千葉市,City,サービス,通信・配送・放送等,通信・配送
ChugokuReg.,165.55,36,Services,Communication/Delivery,ChugokuReg.,中国,Region,サービス,通信・配送・放送等,通信・配送
ChukyoMetro.,165.18,36,Services,Communication/Delivery,ChukyoMetro.,中京大都市圏,Metropolitan,サービス,通信・配送・放送等,通信・配送
Cities50000+pop.,180.28,36,Services,Communication/Delivery,Cities50000+pop.,人口５万以上の市,Class,サービス,通信・配送・放送等,通信・配送
Fukui,163.15,36,Services,Communication/Delivery,Fukui,福井市,City,サービス,通信・配送・放送等,通信・配送
Fukuoka,160.33,36,Services,Communication/Delivery,Fukuoka,福岡市,City,サービス,通信・配送・放送等,通信・配送
Fukushima,183.74,36,Services,Communication/Delivery,Fukushima,福島市,City,サービス,通信・配送・放送等,通信・配送
Gifu,171.09,36,Services,Communication/Delivery,Gifu,岐阜市,City,サービス,通信・配送・放送等,通信・配送
Hamamatsu,168.97,36,Services,Communication/Delivery,Hamamatsu,浜松市,City,サービス,通信・配送・放送等,通信・配送
Hiroshima,161.89,36,Services,Communication/Delivery,Hiroshima,広島市,City,サービス,通信・配送・放送等,通信・配送
HokkaidoReg.,164.76,36,Services,Communication/Delivery,HokkaidoReg.,北海道,Region,サービス,通信・配送・放送等,通信・配送
HokurikuReg.,171.62,36,Services,Communication/Delivery,HokurikuReg.,北陸,Region,サービス,通信・配送・放送等,通信・配送
Japan,176.77,36,Services,Communication/Delivery,Japan,全国,Country,サービス,通信・配送・放送等,通信・配送
Kagoshima,171.07,36,Services,Communication/Delivery,Kagoshima,鹿児島市,City,サービス,通信・配送・放送等,通信・配送
Kanazawa,168.46,36,Services,Communication/Delivery,Kanazawa,金沢市,City,サービス,通信・配送・放送等,通信・配送
KantoMetro.,192.38,36,Services,Communication/Delivery,KantoMetro.,関東大都市圏,Metropolitan,サービス,通信・配送・放送等,通信・配送
KantoReg.,190.39,36,Services,Communication/Delivery,KantoReg.,関東,Region,サービス,通信・配送・放送等,通信・配送
Kawasaki,196.18,36,Services,Communication/Delivery,Kawasaki,川崎市,City,サービス,通信・配送・放送等,通信・配送
KinkiMetro.,177.35,36,Services,Communication/Delivery,KinkiMetro.,近畿大都市圏,Metropolitan,サービス,通信・配送・放送等,通信・配送
KinkiReg.,175.54,36,Services,Communication/Delivery,KinkiReg.,近畿,Region,サービス,通信・配送・放送等,通信・配送
Kitakyushu,179.73,36,Services,Communication/Delivery,Kitakyushu,北九州市,City,サービス,通信・配送・放送等,通信・配送
Kitakyushu/FukuokaMetro.,166.91,36,Services,Communication/Delivery,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,サービス,通信・配送・放送等,通信・配送
Kobe,174.52,36,Services,Communication/Delivery,Kobe,神戸市,City,サービス,通信・配送・放送等,通信・配送
Kochi,178.93,36,Services,Communication/Delivery,Kochi,高知市,City,サービス,通信・配送・放送等,通信・配送
Kofu,197.92,36,Services,Communication/Delivery,Kofu,甲府市,City,サービス,通信・配送・放送等,通信・配送
Kumamoto,167.69,36,Services,Communication/Delivery,Kumamoto,熊本市,City,サービス,通信・配送・放送等,通信・配送
Kyoto,176.34,36,Services,Communication/Delivery,Kyoto,京都市,City,サービス,通信・配送・放送等,通信・配送
KyushuReg.,169.36,36,Services,Communication/Delivery,KyushuReg.,九州,Region,サービス,通信・配送・放送等,通信・配送
LargeCities,191.44,36,Services,Communication/Delivery,LargeCities,大都市,Class,サービス,通信・配送・放送等,通信・配送
Maebashi,174.17,36,Services,Communication/Delivery,Maebashi,前橋市,City,サービス,通信・配送・放送等,通信・配送
Matsue,176.05,36,Services,Communication/Delivery,Matsue,松江市,City,サービス,通信・配送・放送等,通信・配送
Matsuyama,187.04,36,Services,Communication/Delivery,Matsuyama,松山市,City,サービス,通信・配送・放送等,通信・配送
MiddleCities,179.58,36,Services,Communication/Delivery,MiddleCities,中都市,Class,サービス,通信・配送・放送等,通信・配送
Mito,195.75,36,Services,Communication/Delivery,Mito,水戸市,City,サービス,通信・配送・放送等,通信・配送
Miyazaki,171.91,36,Services,Communication/Delivery,Miyazaki,宮崎市,City,サービス,通信・配送・放送等,通信・配送
Morioka,165.93,36,Services,Communication/Delivery,Morioka,盛岡市,City,サービス,通信・配送・放送等,通信・配送
Nagano,182.9,36,Services,Communication/Delivery,Nagano,長野市,City,サービス,通信・配送・放送等,通信・配送
Nagasaki,211.58,36,Services,Communication/Delivery,Nagasaki,長崎市,City,サービス,通信・配送・放送等,通信・配送
Nagoya,162.86,36,Services,Communication/Delivery,Nagoya,名古屋市,City,サービス,通信・配送・放送等,通信・配送
Naha,149.78,36,Services,Communication/Delivery,Naha,那覇市,City,サービス,通信・配送・放送等,通信・配送
Nara,183.91,36,Services,Communication/Delivery,Nara,奈良市,City,サービス,通信・配送・放送等,通信・配送
Niigata,161.09,36,Services,Communication/Delivery,Niigata,新潟市,City,サービス,通信・配送・放送等,通信・配送
Oita,185.73,36,Services,Communication/Delivery,Oita,大分市,City,サービス,通信・配送・放送等,通信・配送
Okayama,161.32,36,Services,Communication/Delivery,Okayama,岡山市,City,サービス,通信・配送・放送等,通信・配送
OkinawaReg.,145.3,36,Services,Communication/Delivery,OkinawaReg.,沖縄,Region,サービス,通信・配送・放送等,通信・配送
Osaka,163.3,36,Services,Communication/Delivery,Osaka,大阪市,City,サービス,通信・配送・放送等,通信・配送
Otsu,176.93,36,Services,Communication/Delivery,Otsu,大津市,City,サービス,通信・配送・放送等,通信・配送
Saga,174.8,36,Services,Communication/Delivery,Saga,佐賀市,City,サービス,通信・配送・放送等,通信・配送
Sagamihara,245.69,36,Services,Communication/Delivery,Sagamihara,相模原市,City,サービス,通信・配送・放送等,通信・配送
Saitama,204.38,36,Services,Communication/Delivery,Saitama,さいたま市,City,サービス,通信・配送・放送等,通信・配送
Sakae,192.02,36,Services,Communication/Delivery,Sakae,堺市,City,サービス,通信・配送・放送等,通信・配送
Sapporo,155.75,36,Services,Communication/Delivery,Sapporo,札幌市,City,サービス,通信・配送・放送等,通信・配送
Sendai,174.33,36,Services,Communication/Delivery,Sendai,仙台市,City,サービス,通信・配送・放送等,通信・配送
ShikokuReg.,176.96,36,Services,Communication/Delivery,ShikokuReg.,四国,Region,サービス,通信・配送・放送等,通信・配送
Shizuoka,182.23,36,Services,Communication/Delivery,Shizuoka,静岡市,City,サービス,通信・配送・放送等,通信・配送
SmallB/Towns/Villages,157.57,36,Services,Communication/Delivery,SmallB/Towns/Villages,小都市Ｂ・町村,Class,サービス,通信・配送・放送等,通信・配送
SmallCitiesA,168.44,36,Services,Communication/Delivery,SmallCitiesA,小都市Ａ,Class,サービス,通信・配送・放送等,通信・配送
Takamatsu,175,36,Services,Communication/Delivery,Takamatsu,高松市,City,サービス,通信・配送・放送等,通信・配送
TohokuReg.,163.35,36,Services,Communication/Delivery,TohokuReg.,東北,Region,サービス,通信・配送・放送等,通信・配送
TokaiReg.,167.57,36,Services,Communication/Delivery,TokaiReg.,東海,Region,サービス,通信・配送・放送等,通信・配送
Tokushima,180.91,36,Services,Communication/Delivery,Tokushima,徳島市,City,サービス,通信・配送・放送等,通信・配送
Tokyo,196.71,36,Services,Communication/Delivery,Tokyo,東京都区部,City,サービス,通信・配送・放送等,通信・配送
Tottori,168.49,36,Services,Communication/Delivery,Tottori,鳥取市,City,サービス,通信・配送・放送等,通信・配送
Toyama,167.91,36,Services,Communication/Delivery,Toyama,富山市,City,サービス,通信・配送・放送等,通信・配送
Tsu,184.06,36,Services,Communication/Delivery,Tsu,津市,City,サービス,通信・配送・放送等,通信・配送
Utsunomiya,180.09,36,Services,Communication/Delivery,Utsunomiya,宇都宮市,City,サービス,通信・配送・放送等,通信・配送
Wakayama,168.48,36,Services,Communication/Delivery,Wakayama,和歌山市,City,サービス,通信・配送・放送等,通信・配送
Yamagata,161.9,36,Services,Communication/Delivery,Yamagata,山形市,City,サービス,通信・配送・放送等,通信・配送
Yamaguchi,178.53,36,Services,Communication/Delivery,Yamaguchi,山口市,City,サービス,通信・配送・放送等,通信・配送
Yokohama,188.89,36,Services,Communication/Delivery,Yokohama,横浜市,City,サービス,通信・配送・放送等,通信・配送
Akita,85.01,37,Services,Ceremony,Akita,秋田市,City,サービス,冠婚葬祭,冠婚葬祭
Aomori,86.05,37,Services,Ceremony,Aomori,青森市,City,サービス,冠婚葬祭,冠婚葬祭
Chiba,67.21,37,Services,Ceremony,Chiba,千葉市,City,サービス,冠婚葬祭,冠婚葬祭
ChugokuReg.,98.03,37,Services,Ceremony,ChugokuReg.,中国,Region,サービス,冠婚葬祭,冠婚葬祭
ChukyoMetro.,66.9,37,Services,Ceremony,ChukyoMetro.,中京大都市圏,Metropolitan,サービス,冠婚葬祭,冠婚葬祭
Cities50000+pop.,73.85,37,Services,Ceremony,Cities50000+pop.,人口５万以上の市,Class,サービス,冠婚葬祭,冠婚葬祭
Fukui,116.56,37,Services,Ceremony,Fukui,福井市,City,サービス,冠婚葬祭,冠婚葬祭
Fukuoka,57.63,37,Services,Ceremony,Fukuoka,福岡市,City,サービス,冠婚葬祭,冠婚葬祭
Fukushima,85.48,37,Services,Ceremony,Fukushima,福島市,City,サービス,冠婚葬祭,冠婚葬祭
Gifu,64.54,37,Services,Ceremony,Gifu,岐阜市,City,サービス,冠婚葬祭,冠婚葬祭
Hamamatsu,70.76,37,Services,Ceremony,Hamamatsu,浜松市,City,サービス,冠婚葬祭,冠婚葬祭
Hiroshima,92.8,37,Services,Ceremony,Hiroshima,広島市,City,サービス,冠婚葬祭,冠婚葬祭
HokkaidoReg.,38.93,37,Services,Ceremony,HokkaidoReg.,北海道,Region,サービス,冠婚葬祭,冠婚葬祭
HokurikuReg.,105.8,37,Services,Ceremony,HokurikuReg.,北陸,Region,サービス,冠婚葬祭,冠婚葬祭
Japan,75.67,37,Services,Ceremony,Japan,全国,Country,サービス,冠婚葬祭,冠婚葬祭
Kagoshima,60.22,37,Services,Ceremony,Kagoshima,鹿児島市,City,サービス,冠婚葬祭,冠婚葬祭
Kanazawa,98.13,37,Services,Ceremony,Kanazawa,金沢市,City,サービス,冠婚葬祭,冠婚葬祭
KantoMetro.,70.53,37,Services,Ceremony,KantoMetro.,関東大都市圏,Metropolitan,サービス,冠婚葬祭,冠婚葬祭
KantoReg.,70.09,37,Services,Ceremony,KantoReg.,関東,Region,サービス,冠婚葬祭,冠婚葬祭
Kawasaki,64.79,37,Services,Ceremony,Kawasaki,川崎市,City,サービス,冠婚葬祭,冠婚葬祭
KinkiMetro.,89.77,37,Services,Ceremony,KinkiMetro.,近畿大都市圏,Metropolitan,サービス,冠婚葬祭,冠婚葬祭
KinkiReg.,89.04,37,Services,Ceremony,KinkiReg.,近畿,Region,サービス,冠婚葬祭,冠婚葬祭
Kitakyushu,69.45,37,Services,Ceremony,Kitakyushu,北九州市,City,サービス,冠婚葬祭,冠婚葬祭
Kitakyushu/FukuokaMetro.,60.31,37,Services,Ceremony,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,サービス,冠婚葬祭,冠婚葬祭
Kobe,87.45,37,Services,Ceremony,Kobe,神戸市,City,サービス,冠婚葬祭,冠婚葬祭
Kochi,75.46,37,Services,Ceremony,Kochi,高知市,City,サービス,冠婚葬祭,冠婚葬祭
Kofu,80.41,37,Services,Ceremony,Kofu,甲府市,City,サービス,冠婚葬祭,冠婚葬祭
Kumamoto,58.27,37,Services,Ceremony,Kumamoto,熊本市,City,サービス,冠婚葬祭,冠婚葬祭
Kyoto,84.8,37,Services,Ceremony,Kyoto,京都市,City,サービス,冠婚葬祭,冠婚葬祭
KyushuReg.,59.95,37,Services,Ceremony,KyushuReg.,九州,Region,サービス,冠婚葬祭,冠婚葬祭
LargeCities,63.57,37,Services,Ceremony,LargeCities,大都市,Class,サービス,冠婚葬祭,冠婚葬祭
Maebashi,67.8,37,Services,Ceremony,Maebashi,前橋市,City,サービス,冠婚葬祭,冠婚葬祭
Matsue,101.2,37,Services,Ceremony,Matsue,松江市,City,サービス,冠婚葬祭,冠婚葬祭
Matsuyama,75.84,37,Services,Ceremony,Matsuyama,松山市,City,サービス,冠婚葬祭,冠婚葬祭
MiddleCities,87.24,37,Services,Ceremony,MiddleCities,中都市,Class,サービス,冠婚葬祭,冠婚葬祭
Mito,83.25,37,Services,Ceremony,Mito,水戸市,City,サービス,冠婚葬祭,冠婚葬祭
Miyazaki,56.11,37,Services,Ceremony,Miyazaki,宮崎市,City,サービス,冠婚葬祭,冠婚葬祭
Morioka,100.35,37,Services,Ceremony,Morioka,盛岡市,City,サービス,冠婚葬祭,冠婚葬祭
Nagano,70.29,37,Services,Ceremony,Nagano,長野市,City,サービス,冠婚葬祭,冠婚葬祭
Nagasaki,81.89,37,Services,Ceremony,Nagasaki,長崎市,City,サービス,冠婚葬祭,冠婚葬祭
Nagoya,70.35,37,Services,Ceremony,Nagoya,名古屋市,City,サービス,冠婚葬祭,冠婚葬祭
Naha,59.8,37,Services,Ceremony,Naha,那覇市,City,サービス,冠婚葬祭,冠婚葬祭
Nara,92.74,37,Services,Ceremony,Nara,奈良市,City,サービス,冠婚葬祭,冠婚葬祭
Niigata,100.67,37,Services,Ceremony,Niigata,新潟市,City,サービス,冠婚葬祭,冠婚葬祭
Oita,59,37,Services,Ceremony,Oita,大分市,City,サービス,冠婚葬祭,冠婚葬祭
Okayama,95.57,37,Services,Ceremony,Okayama,岡山市,City,サービス,冠婚葬祭,冠婚葬祭
OkinawaReg.,56.76,37,Services,Ceremony,OkinawaReg.,沖縄,Region,サービス,冠婚葬祭,冠婚葬祭
Osaka,93.86,37,Services,Ceremony,Osaka,大阪市,City,サービス,冠婚葬祭,冠婚葬祭
Otsu,85.79,37,Services,Ceremony,Otsu,大津市,City,サービス,冠婚葬祭,冠婚葬祭
Saga,65.36,37,Services,Ceremony,Saga,佐賀市,City,サービス,冠婚葬祭,冠婚葬祭
Sagamihara,66.65,37,Services,Ceremony,Sagamihara,相模原市,City,サービス,冠婚葬祭,冠婚葬祭
Saitama,80.87,37,Services,Ceremony,Saitama,さいたま市,City,サービス,冠婚葬祭,冠婚葬祭
Sakae,83.69,37,Services,Ceremony,Sakae,堺市,City,サービス,冠婚葬祭,冠婚葬祭
Sapporo,41.19,37,Services,Ceremony,Sapporo,札幌市,City,サービス,冠婚葬祭,冠婚葬祭
Sendai,85.18,37,Services,Ceremony,Sendai,仙台市,City,サービス,冠婚葬祭,冠婚葬祭
ShikokuReg.,75.62,37,Services,Ceremony,ShikokuReg.,四国,Region,サービス,冠婚葬祭,冠婚葬祭
Shizuoka,69.3,37,Services,Ceremony,Shizuoka,静岡市,City,サービス,冠婚葬祭,冠婚葬祭
SmallB/Towns/Villages,86.48,37,Services,Ceremony,SmallB/Towns/Villages,小都市Ｂ・町村,Class,サービス,冠婚葬祭,冠婚葬祭
SmallCitiesA,68.78,37,Services,Ceremony,SmallCitiesA,小都市Ａ,Class,サービス,冠婚葬祭,冠婚葬祭
Takamatsu,74,37,Services,Ceremony,Takamatsu,高松市,City,サービス,冠婚葬祭,冠婚葬祭
TohokuReg.,96.76,37,Services,Ceremony,TohokuReg.,東北,Region,サービス,冠婚葬祭,冠婚葬祭
TokaiReg.,68.47,37,Services,Ceremony,TokaiReg.,東海,Region,サービス,冠婚葬祭,冠婚葬祭
Tokushima,73.11,37,Services,Ceremony,Tokushima,徳島市,City,サービス,冠婚葬祭,冠婚葬祭
Tokyo,66.7,37,Services,Ceremony,Tokyo,東京都区部,City,サービス,冠婚葬祭,冠婚葬祭
Tottori,89.74,37,Services,Ceremony,Tottori,鳥取市,City,サービス,冠婚葬祭,冠婚葬祭
Toyama,99.74,37,Services,Ceremony,Toyama,富山市,City,サービス,冠婚葬祭,冠婚葬祭
Tsu,114.92,37,Services,Ceremony,Tsu,津市,City,サービス,冠婚葬祭,冠婚葬祭
Utsunomiya,74.41,37,Services,Ceremony,Utsunomiya,宇都宮市,City,サービス,冠婚葬祭,冠婚葬祭
Wakayama,118.98,37,Services,Ceremony,Wakayama,和歌山市,City,サービス,冠婚葬祭,冠婚葬祭
Yamagata,90.68,37,Services,Ceremony,Yamagata,山形市,City,サービス,冠婚葬祭,冠婚葬祭
Yamaguchi,94.53,37,Services,Ceremony,Yamaguchi,山口市,City,サービス,冠婚葬祭,冠婚葬祭
Yokohama,67.35,37,Services,Ceremony,Yokohama,横浜市,City,サービス,冠婚葬祭,冠婚葬祭
Akita,99.22,38,Services,MedicalCare/Welfare,Akita,秋田市,City,サービス,医療・保育・介護等,医療・福祉
Aomori,75.51,38,Services,MedicalCare/Welfare,Aomori,青森市,City,サービス,医療・保育・介護等,医療・福祉
Chiba,105.64,38,Services,MedicalCare/Welfare,Chiba,千葉市,City,サービス,医療・保育・介護等,医療・福祉
ChugokuReg.,107.05,38,Services,MedicalCare/Welfare,ChugokuReg.,中国,Region,サービス,医療・保育・介護等,医療・福祉
ChukyoMetro.,95.29,38,Services,MedicalCare/Welfare,ChukyoMetro.,中京大都市圏,Metropolitan,サービス,医療・保育・介護等,医療・福祉
Cities50000+pop.,105.51,38,Services,MedicalCare/Welfare,Cities50000+pop.,人口５万以上の市,Class,サービス,医療・保育・介護等,医療・福祉
Fukui,86.8,38,Services,MedicalCare/Welfare,Fukui,福井市,City,サービス,医療・保育・介護等,医療・福祉
Fukuoka,94.52,38,Services,MedicalCare/Welfare,Fukuoka,福岡市,City,サービス,医療・保育・介護等,医療・福祉
Fukushima,95.11,38,Services,MedicalCare/Welfare,Fukushima,福島市,City,サービス,医療・保育・介護等,医療・福祉
Gifu,97.86,38,Services,MedicalCare/Welfare,Gifu,岐阜市,City,サービス,医療・保育・介護等,医療・福祉
Hamamatsu,82.75,38,Services,MedicalCare/Welfare,Hamamatsu,浜松市,City,サービス,医療・保育・介護等,医療・福祉
Hiroshima,105.58,38,Services,MedicalCare/Welfare,Hiroshima,広島市,City,サービス,医療・保育・介護等,医療・福祉
HokkaidoReg.,97.85,38,Services,MedicalCare/Welfare,HokkaidoReg.,北海道,Region,サービス,医療・保育・介護等,医療・福祉
HokurikuReg.,91,38,Services,MedicalCare/Welfare,HokurikuReg.,北陸,Region,サービス,医療・保育・介護等,医療・福祉
